ano,populacao,ibge7
2021,6466,3146255
2021,20346,3146305
2021,4440,3146404
2021,8308,3146503
2021,6098,3146552
2021,1517,3146602
2021,6606,3146701
2021,5196,3146750
2021,15922,3146909
2021,94539,3147006
2021,95616,3147105
2021,21693,3147204
2021,21353,3147303
2021,24854,3147402
2021,1619,3147501
2021,16439,3147600
2021,8031,3147709
2021,2024,3147808
2021,115970,3147907
2021,6031,3147956
2021,154641,3148004
2021,92116,3148103
2021,5744,3148202
2021,9597,3148301
2021,4794,3148400
2021,8390,3148509
2021,17534,3148608
2021,24333,3148707
2021,7157,3148756
2021,2960,3148806
2021,3977,3148905
2021,2559,3149002
2021,11098,3149101
2021,12313,3149150
2021,3651,3149200
2021,65149,3149309
2021,1804,3149408
2021,3340,3149507
2021,4457,3149606
2021,11994,3149705
2021,16469,3149804
2021,21577,3149903
2021,6738,3149952
2021,4261,3150000
2021,2719,3150109
2021,8832,3150158
2021,4141,3150208
2021,4436,3150307
2021,5034,3150406
2021,8715,3150505
2021,5029,3150539
2021,7540,3150570
2021,6386,3150604
2021,6491,3150703
2021,17641,3150802
2021,5504,3150901
2021,8683,3151008
2021,10791,3151107
2021,56845,3151206
2021,10732,3151305
2021,28433,3151404
2021,35137,3151503
2021,12445,3151602
2021,16900,3151701
2021,169838,3151800
2021,8288,3151909
2021,32248,3152006
2021,60003,3152105
2021,4305,3152131
2021,12235,3152170
2021,37823,3152204
2021,11414,3152303
2021,16675,3152402
2021,154293,3152501
2021,5862,3152600
2021,9128,3152709
2021,28173,3152808
2021,8530,3152907
2021,3658,3153004
2021,5315,3153103
2021,3572,3153202
2021,3000,3153301
2021,19680,3153400
2021,8286,3153509
2021,10931,3153608
2021,3603,3153707
2021,1948,3153806
2021,16501,3153905
2021,23663,3154002
2021,10522,3154101
2021,7247,3154150
2021,11578,3154200
2021,17396,3154309
2021,4826,3154408
2021,8132,3154457
2021,9471,3154507
2021,341415,3154606
2021,4061,3154705
2021,10524,3154804
2021,13384,3154903
2021,2630,3155009
2021,5117,3155108
2021,5332,3155207
2021,5924,3155306
2021,8964,3155405
2021,12356,3155504
2021,31171,3155603
2021,14325,3155702
2021,18007,3155801
2021,5493,3155900
2021,12635,3156007
2021,4521,3156106
2021,2335,3156205
2021,8333,3156304
2021,3507,3156403
2021,4648,3156452
2021,5609,3156502
2021,10269,3156601
2021,137877,3156700
2021,15364,3156809
2021,26556,3156908
2021,41864,3157005
2021,7014,3157104
2021,31873,3157203
2021,8212,3157252
2021,3212,3157278
2021,4385,3157302
2021,8723,3157336
2021,4074,3157377
2021,4693,3157401
2021,4354,3157500
2021,3806,3157609
2021,6406,3157658
2021,14497,3157708
2021,221705,3157807
2021,16393,3157906
2021,10867,3158003
2021,5203,3158102
2021,14607,3158201
2021,7047,3158300
2021,3909,3158409
2021,7538,3158508
2021,3985,3158607
2021,2494,3158706
2021,4847,3158805
2021,8660,3158904
2021,36048,3158953
2021,4334,3159001
2021,3753,3159100
2021,8900,3159209
2021,4843,3159308
2021,7322,3159357
2021,3380,3159407
2021,5426,3159506
2021,44226,3159605
2021,3364,3159704
2021,19997,3159803
2021,18697,3159902
2021,3602,3160009
2021,3861,3160108
2021,3763,3160207
2021,11570,3160306
2021,28603,3160405
2021,7316,3160454
2021,1756,3160504
2021,3044,3160603
2021,46357,3160702
2021,5411,3160801
2021,3770,3160900
2021,5672,3160959
2021,17296,3161007
2021,3354,3161056
2021,56625,3161106
2021,6512,3161205
2021,6309,3161304
2021,4758,3161403
2021,12751,3161502
2021,3860,3161601
2021,4104,3161650
2021,8527,3161700
2021,12776,3161809
2021,11114,3161908
2021,25670,3162005
2021,36084,3162104
2021,7541,3162203
2021,4949,3162252
2021,2743,3162302
2021,25033,3162401
2021,13232,3162450
2021,90897,3162500
2021,11785,3162559
2021,5975,3162575
2021,7393,3162609
2021,4476,3162658
2021,23797,3162708
2021,15761,3162807
2021,26530,3162906
2021,32696,3162922
2021,7532,3162948
2021,24490,3162955
2021,4291,3163003
2021,5151,3163102
2021,4222,3163201
2021,3851,3163300
2021,5356,3163409
2021,6409,3163508
2021,2821,3163607
2021,46539,3163706
2021,6949,3163805
2021,4563,3163904
2021,7634,3164001
2021,5160,3164100
2021,12713,3164209
2021,7100,3164308
2021,5598,3164407
2021,3039,3164431
2021,6697,3164472
2021,9884,3164506
2021,6948,3164605
2021,71915,3164704
2021,1478,3164803
2021,2259,3164902
2021,10979,3165008
2021,6980,3165107
2021,7151,3165206
2021,7876,3165305
2021,7045,3165404
2021,6421,3165503
2021,34050,3165537
2021,12493,3165552
2021,2579,3165560
2021,5365,3165578
2021,2001,3165602
2021,7902,3165701
2021,1422,3165800
2021,4056,3165909
2021,5786,3166006
2021,3516,3166105
2021,10474,3166204
2021,7340,3166303
2021,1857,3166402
2021,4292,3166501
2021,771,3166600
2021,8725,3166709
2021,11750,3166808
2021,7667,3166907
2021,4836,3166956
2021,1949,3167004
2021,20915,3167103
2021,243950,3167202
2021,2267,3167301
2021,6258,3167400
2021,2621,3167509
2021,19834,3167608
2021,5476,3167707
2021,6226,3167806
2021,3669,3167905
2021,34653,3168002
2021,3093,3168051
2021,4890,3168101
2021,1869,3168200
2021,4120,3168309
2021,14280,3168408
2021,11680,3168507
2021,141269,3168606
2021,91268,3168705
2021,8160,3168804
2021,6369,3168903
2021,16769,3169000
2021,4117,3169059
2021,6336,3169109
2021,7683,3169208
2021,80561,3169307
2021,33062,3169356
2021,57127,3169406
2021,6797,3169505
2021,25466,3169604
2021,20280,3169703
2021,5099,3169802
2021,117995,3169901
2021,12661,3170008
2021,12514,3170057
2021,340277,3170107
2021,706597,3170206
2021,2582,3170305
2021,85461,3170404
2021,4265,3170438
2021,3256,3170479
2021,10333,3170503
2021,17470,3170529
2021,6460,3170578
2021,2143,3170602
2021,5045,3170651
2021,137608,3170701
2021,7235,3170750
2021,40101,3170800
2021,19290,3170909
2021,20692,3171006
2021,9527,3171030
2021,5733,3171071
2021,4090,3171105
2021,4852,3171154
2021,131849,3171204
2021,79910,3171303
2021,3570,3171402
2021,3157,3171501
2021,13729,3171600
2021,8652,3171709
2021,10459,3171808
2021,5303,3171907
2021,43351,3172004
2021,5270,3172103
2021,2543,3172202
2019,6989,3100104
2019,23237,3100203
2019,13454,3100302
2019,3994,3100401
2019,9470,3100500
2019,13735,3100609
2019,1999,3100708
2019,4486,3100807
2019,19207,3100906
2019,13539,3101003
2019,25167,3101102
2019,6003,3101201
2019,2674,3101300
2019,3007,3101409
2019,35362,3101508
2019,79996,3101607
2019,6907,3101631
2019,41896,3101706
2019,7424,3101805
2019,19853,3101904
2019,14466,3102001
2019,5847,3102050
2019,11000,3102100
2019,3907,3102209
2019,15203,3102308
2019,3606,3102407
2019,4713,3102506
2019,41077,3102605
2019,9412,3102704
2019,12224,3102803
2019,8520,3102852
2019,11445,3102902
2019,9318,3103009
2019,1598,3103108
2019,2347,3103207
2019,2063,3103306
2019,36708,3103405
2019,117267,3103504
2019,2795,3103603
2019,8439,3103702
2019,6869,3103751
2019,2834,3103801
2019,9273,3103900
2019,106229,3104007
2019,10772,3104106
2019,40092,3104205
2019,15070,3104304
2019,2727,3104403
2019,5231,3104452
2019,17875,3104502
2019,14179,3104601
2019,12868,3104700
2019,4869,3104809
2019,19148,3104908
2019,7826,3105004
2019,23829,3105103
2019,4795,3105202
2019,5746,3105301
2019,32485,3105400
2019,5397,3105509
2019,137313,3105608
2019,5131,3105707
2019,20810,3105905
2019,10255,3106002
2019,3429,3106101
2019,2512070,3106200
2019,26700,3106309
2019,7715,3106408
2019,11932,3106507
2019,4604,3106606
2019,4735,3106655
2019,439340,3106705
2019,3379,3106804
2019,14494,3106903
2019,2515,3107000
2019,40127,3107109
2019,5090,3107208
2019,49979,3107307
2019,50605,3107406
2019,6474,3107505
2019,4217,3107604
2019,6083,3107703
2019,14935,3107802
2019,10547,3107901
2019,17603,3108008
2019,6868,3108107
2019,5493,3108206
2019,11230,3108255
2019,19412,3108305
2019,14971,3108404
2019,6319,3108503
2019,16538,3108552
2019,32347,3108602
2019,4333,3108701
2019,4801,3108800
2019,14459,3108909
2019,40103,3109006
2019,11001,3109105
2019,10365,3109204
2019,3982,3109253
2019,24841,3109303
2019,28056,3109402
2019,6949,3109451
2019,14075,3109501
2019,3603,3109600
2019,11547,3109709
2019,2692,3109808
2019,11624,3109907
2019,44718,3110004
2019,5496,3110103
2019,3987,3110202
2019,14480,3110301
2019,2901,3110400
2019,21770,3110509
2019,29551,3110608
2019,12814,3110707
2019,3721,3110806
2019,16665,3110905
2019,21055,3111002
2019,19745,3111101
2019,3817,3111150
2019,54029,3111200
2019,11655,3111309
2019,8151,3111408
2019,15461,3111507
2019,28774,3111606
2019,4563,3111705
2019,12150,3111804
2019,5603,3111903
2019,14886,3112000
2019,4525,3112059
2019,5438,3112109
2019,4653,3112208
2019,37784,3112307
2019,6920,3112406
2019,9754,3112505
2019,16173,3112604
2019,5468,3112653
2019,15234,3112703
2019,8632,3112802
2019,9298,3112901
2019,23685,3113008
2019,3183,3113107
2019,25501,3113206
2019,33000,3113305
2019,92062,3113404
2019,9405,3113503
2019,6757,3113602
2019,18837,3113701
2019,2632,3113800
2019,12170,3113909
2019,11476,3114006
2019,14859,3114105
2019,22478,3114204
2019,30329,3114303
2019,21225,3114402
2019,19355,3114501
2019,10027,3114550
2019,4047,3114600
2019,3579,3114709
2019,4478,3114808
2019,2257,3114907
2019,3075,3115003
2019,17740,3115102
2019,3954,3115201
2019,75123,3115300
2019,5376,3115359
2019,3641,3115409
2019,6311,3115458
2019,4986,3115474
2019,21656,3115508
2019,1164,3115607
2019,7032,3115706
2019,10350,3115805
2019,3154,3115904
2019,5704,3116001
2019,15356,3116100
2019,13680,3116159
2019,2687,3116209
2019,6787,3116308
2019,4843,3116407
2019,7551,3116506
2019,28617,3116605
2019,7556,3116704
2019,8873,3116803
2019,3111,3116902
2019,6929,3117009
2019,10292,3117108
2019,2812,3117207
2019,27893,3117306
2019,4574,3117405
2019,17842,3117504
2019,5507,3117603
2019,13638,3117702
2019,11638,3117801
2019,7642,3117836
2019,6730,3117876
2019,11950,3117900
2019,54762,3118007
2019,5045,3118106
2019,6939,3118205
2019,128589,3118304
2019,22921,3118403
2019,1783,3118502
2019,663855,3118601
2019,9159,3118700
2019,26602,3118809
2019,8890,3118908
2019,3538,3119005
2019,23731,3119104
2019,9991,3119203
2019,27974,3119302
2019,109855,3119401
2019,9222,3119500
2019,3086,3119609
2019,3434,3119708
2019,3215,3119807
2019,3704,3119906
2019,6337,3119955
2019,2771,3120003
2019,4410,3120102
2019,6704,3120151
2019,12798,3120201
2019,5971,3120300
2019,5150,3120409
2019,10242,3120508
2019,5034,3120607
2019,3626,3120706
2019,15417,3120805
2019,4982,3120839
2019,7729,3120870
2019,80129,3120904
2019,5410,3121001
2019,8025,3121100
2019,7114,3121209
2019,10533,3121258
2019,5013,3121308
2019,7243,3121407
2019,2901,3121506
2019,47723,3121605
2019,3802,3121704
2019,7729,3121803
2019,3417,3121902
2019,19931,3122009
2019,4979,3122108
2019,7571,3122207
2019,238230,3122306
2019,6786,3122355
2019,6011,3122405
2019,11019,3122454
2019,3677,3122470
2019,5072,3122504
2019,4195,3122603
2019,5237,3122702
2019,3001,3122801
2019,6572,3122900
2019,10153,3123007
2019,5169,3123106
2019,13483,3123205
2019,4259,3123304
2019,1527,3123403
2019,1908,3123502
2019,7841,3123528
2019,28076,3123601
2019,11134,3123700
2019,7242,3123809
2019,5370,3123858
2019,15298,3123908
2019,18895,3124005
2019,70552,3124104
2019,24951,3124203
2019,31617,3124302
2019,4692,3124401
2019,11354,3124500
2019,2343,3124609
2019,3500,3124708
2019,7978,3124807
2019,11275,3124906
2019,3913,3125002
2019,36225,3125101
2019,2377,3125200
2019,3241,3125309
2019,4753,3125408
2019,3167,3125507
2019,7457,3125606
2019,15336,3125705
2019,3431,3125804
2019,9820,3125903
2019,11006,3125952
2019,7461,3126000
2019,67683,3126109
2019,9562,3126208
2019,4412,3126307
2019,2947,3126406
2019,10332,3126505
2019,5215,3126604
2019,26277,3126703
2019,5391,3126752
2019,5880,3126802
2019,9611,3126901
2019,3478,3126950
2019,18103,3127008
2019,4581,3127057
2019,5369,3127073
2019,59496,3127107
2019,4349,3127206
2019,6817,3127305
2019,5109,3127339
2019,3150,3127354
2019,3353,3127370
2019,3966,3127388
2019,4350,3127404
2019,6158,3127503
2019,11825,3127602
2019,279885,3127701
2019,15836,3127800
2019,1388,3127909
2019,34319,3128006
2019,14245,3128105
2019,10324,3128204
2019,4972,3128253
2019,19021,3128303
2019,8911,3128402
2019,3796,3128501
2019,6580,3128600
2019,51917,3128709
2019,7078,3128808
2019,8039,3128907
2019,8392,3129004
2019,5639,3129103
2019,6558,3129202
2019,11004,3129301
2019,5021,3129400
2019,25199,3129509
2019,8395,3129608
2019,5400,3129657
2019,13828,3129707
2019,180204,3129806
2019,3488,3129905
2019,2989,3130002
2019,11990,3130051
2019,43045,3130101
2019,10860,3130200
2019,7947,3130309
2019,6550,3130408
2019,12375,3130507
2019,6903,3130556
2019,7328,3130606
2019,7351,3130655
2019,6891,3130705
2019,2767,3130804
2019,24140,3130903
2019,6271,3131000
2019,7515,3131109
2019,18607,3131158
2019,19861,3131208
2019,263410,3131307
2019,4221,3131406
2019,10079,3131505
2019,6987,3131604
2019,120060,3131703
2019,11512,3131802
2019,51875,3131901
2019,5385,3132008
2019,18153,3132107
2019,13358,3132206
2019,12760,3132305
2019,96869,3132404
2019,34735,3132503
2019,4355,3132602
2019,23211,3132701
2019,2081,3132800
2019,10192,3132909
2019,15579,3133006
2019,15331,3133105
2019,12228,3133204
2019,21062,3133303
2019,15243,3133402
2019,21762,3133501
2019,9783,3133600
2019,11146,3133709
2019,16108,3133758
2019,93214,3133808
2019,5419,3133907
2019,14990,3134004
2019,6051,3134103
2019,104671,3134202
2019,6023,3134301
2019,39263,3134400
2019,3788,3134509
2019,20143,3134608
2019,12326,3134707
2019,7686,3134806
2019,25979,3134905
2019,3133,3135001
2019,38909,3135050
2019,5404,3135076
2019,71648,3135100
2019,67742,3135209
2019,4350,3135308
2019,8134,3135357
2019,4912,3135407
2019,7692,3135456
2019,12386,3135506
2019,7531,3135605
2019,5211,3135704
2019,25391,3135803
2019,4787,3135902
2019,15432,3136009
2019,4573,3136108
2019,79910,3136207
2019,47452,3136306
2019,4695,3136405
2019,10812,3136504
2019,4501,3136520
2019,4995,3136553
2019,4867,3136579
2019,5725,3136603
2019,26946,3136652
2019,568873,3136702
2019,4331,3136801
2019,10563,3136900
2019,5724,3136959
2019,18111,3137007
2019,7613,3137106
2019,52165,3137205
2019,4102,3137304
2019,13009,3137403
2019,18052,3137502
2019,9532,3137536
2019,64527,3137601
2019,19923,3137700
2019,20814,3137809
2019,3391,3137908
2019,6810,3138005
2019,6512,3138104
2019,103773,3138203
2019,3229,3138302
2019,4918,3138351
2019,52587,3138401
2019,5069,3138500
2019,16698,3138609
2019,7536,3138625
2019,9496,3138658
2019,6266,3138674
2019,6699,3138682
2019,5446,3138708
2019,18215,3138807
2019,7111,3138906
2019,42133,3139003
2019,5098,3139102
2019,18650,3139201
2019,6543,3139250
2019,18407,3139300
2019,90229,3139409
2019,22707,3139508
2019,27644,3139607
2019,7976,3139706
2019,12814,3139805
2019,14095,3139904
2019,60724,3140001
2019,4115,3140100
2019,15416,3140159
2019,2973,3140209
2019,4039,3140308
2019,2755,3140407
2019,13388,3140506
2019,8417,3140530
2019,8586,3140555
2019,4459,3140605
2019,31086,3140704
2019,14468,3140803
2019,11157,3140852
2019,18908,3140902
2019,12459,3141009
2019,37820,3141108
2019,3749,3141207
2019,3802,3141306
2019,20820,3141405
2019,6446,3141504
2019,10739,3141603
2019,5605,3141702
2019,31484,3141801
2019,3894,3141900
2019,13589,3142007
2019,10754,3142106
2019,15014,3142205
2019,4888,3142254
2019,4919,3142304
2019,7517,3142403
2019,2220,3142502
2019,8688,3142601
2019,14877,3142700
2019,21120,3142809
2019,20854,3142908
2019,13166,3143005
2019,47809,3143104
2019,4906,3143153
2019,21524,3143203
2019,409341,3143302
2019,23803,3143401
2019,8249,3143450
2019,8863,3143500
2019,2462,3143609
2019,3182,3143708
2019,6029,3143807
2019,108763,3143906
2019,26979,3144003
2019,20569,3144102
2019,3220,3144201
2019,40750,3144300
2019,6996,3144359
2019,3311,3144375
2019,4730,3144409
2019,8608,3144508
2019,26769,3144607
2019,10295,3144656
2019,3190,3144672
2019,17578,3144706
2019,94889,3144805
2019,3600,3144904
2019,15545,3145000
2019,7500,3145059
2019,16723,3145109
2019,102693,3145208
2019,31331,3145307
2019,10755,3145356
2019,5299,3145372
2019,1747,3145406
2019,6096,3145455
2019,2787,3145505
2019,41687,3145604
2019,2133,3145703
2019,3148,3145802
2019,4655,3145851
2019,8018,3145877
2019,39500,3145901
2019,33639,3146008
2019,74281,3146107
2019,5934,3146206
2019,6378,3146255
2019,20154,3146305
2019,4486,3146404
2019,8283,3146503
2019,6089,3146552
2019,1529,3146602
2019,6616,3146701
2019,5507,3146750
2019,15674,3146909
2019,93158,3147006
2019,93969,3147105
2019,21513,3147204
2019,21083,3147303
2019,24540,3147402
2019,1649,3147501
2019,16344,3147600
2019,8084,3147709
2019,2039,3147808
2019,114679,3147907
2019,5972,3147956
2019,152488,3148004
2019,90757,3148103
2019,5684,3148202
2019,9571,3148301
2019,4830,3148400
2019,8450,3148509
2019,17541,3148608
2019,24324,3148707
2019,7097,3148756
2019,3052,3148806
2019,3972,3148905
2019,2504,3149002
2019,11195,3149101
2019,12107,3149150
2019,3635,3149200
2019,64258,3149309
2019,1807,3149408
2019,3320,3149507
2019,4406,3149606
2019,11506,3149705
2019,16168,3149804
2019,21390,3149903
2019,6810,3149952
2019,4252,3150000
2019,2748,3150109
2019,8566,3150158
2019,4140,3150208
2019,4497,3150307
2019,4982,3150406
2019,8660,3150505
2019,4941,3150539
2019,7507,3150570
2019,6409,3150604
2019,6199,3150703
2019,17626,3150802
2019,5472,3150901
2019,8596,3151008
2019,10752,3151107
2019,56428,3151206
2019,10787,3151305
2019,27989,3151404
2019,34691,3151503
2019,12133,3151602
2019,16791,3151701
2019,167397,3151800
2019,8432,3151909
2019,31812,3152006
2019,59742,3152105
2019,4261,3152131
2019,12121,3152170
2019,37906,3152204
2019,11279,3152303
2019,16555,3152402
2019,150737,3152501
2019,5940,3152600
2019,9031,3152709
2019,27856,3152808
2019,8603,3152907
2019,3603,3153004
2019,5369,3153103
2019,3641,3153202
2019,3002,3153301
2019,19573,3153400
2019,8317,3153509
2019,10733,3153608
2019,3563,3153707
2019,1939,3153806
2019,16354,3153905
2019,23762,3154002
2019,10517,3154101
2019,7154,3154150
2019,11500,3154200
2019,17397,3154309
2019,4808,3154408
2019,8136,3154457
2019,9481,3154507
2019,334858,3154606
2019,4033,3154705
2019,10312,3154804
2019,13564,3154903
2019,2610,3155009
2019,5150,3155108
2019,5474,3155207
2019,5832,3155306
2019,8949,3155405
2019,12313,3155504
2019,30914,3155603
2019,14339,3155702
2019,17910,3155801
2019,5476,3155900
2019,12846,3156007
2019,4604,3156106
2019,2305,3156205
2019,8109,3156304
2019,3533,3156403
2019,4594,3156452
2019,5995,3156502
2019,10241,3156601
2019,136344,3156700
2019,15470,3156809
2019,26185,3156908
2019,41527,3157005
2019,7009,3157104
2019,31324,3157203
2019,8147,3157252
2019,3150,3157278
2019,4430,3157302
2019,8604,3157336
2019,4142,3157377
2019,4758,3157401
2019,4409,3157500
2019,3846,3157609
2019,6366,3157658
2019,14003,3157708
2019,219134,3157807
2019,16208,3157906
2019,10847,3158003
2019,5232,3158102
2019,14615,3158201
2019,7100,3158300
2019,3872,3158409
2019,7642,3158508
2019,3976,3158607
2019,2458,3158706
2019,4821,3158805
2019,8674,3158904
2019,34663,3158953
2019,4295,3159001
2019,3777,3159100
2019,8949,3159209
2019,4884,3159308
2019,7212,3159357
2019,3425,3159407
2019,5489,3159506
2019,43260,3159605
2019,3350,3159704
2019,19742,3159803
2019,18525,3159902
2019,3602,3160009
2019,3911,3160108
2019,3838,3160207
2019,11640,3160306
2019,28243,3160405
2019,7277,3160454
2019,1765,3160504
2019,3087,3160603
2019,46487,3160702
2019,5286,3160801
2019,3738,3160900
2019,5644,3160959
2019,17359,3161007
2019,3369,3161056
2019,56323,3161106
2019,6527,3161205
2019,6238,3161304
2019,4844,3161403
2019,12366,3161502
2019,3962,3161601
2019,4012,3161650
2019,8389,3161700
2019,12411,3161809
2019,10920,3161908
2019,25449,3162005
2019,35469,3162104
2019,7453,3162203
2019,4915,3162252
2019,2749,3162302
2019,25165,3162401
2019,13014,3162450
2019,90082,3162500
2019,11559,3162559
2019,5859,3162575
2019,7498,3162609
2019,4419,3162658
2019,23618,3162708
2019,15774,3162807
2019,26361,3162906
2019,31578,3162922
2019,7426,3162948
2019,23766,3162955
2019,4268,3163003
2019,5004,3163102
2019,4196,3163201
2019,3860,3163300
2019,5420,3163409
2019,6453,3163508
2019,2791,3163607
2019,45851,3163706
2019,6938,3163805
2019,4659,3163904
2019,7781,3164001
2019,5246,3164100
2019,12337,3164209
2019,7051,3164308
2019,5504,3164407
2019,3007,3164431
2019,6555,3164472
2019,10044,3164506
2019,6775,3164605
2019,70956,3164704
2019,1506,3164803
2019,2241,3164902
2019,10941,3165008
2019,7021,3165107
2019,7089,3165206
2019,7753,3165305
2019,6930,3165404
2019,6300,3165503
2019,32752,3165537
2019,12258,3165552
2019,2633,3165560
2019,5356,3165578
2019,2005,3165602
2019,7812,3165701
2019,1502,3165800
2019,4156,3165909
2019,5786,3166006
2019,3523,3166105
2019,10459,3166204
2019,7326,3166303
2019,1851,3166402
2019,4293,3166501
2019,781,3166600
2019,8699,3166709
2019,11582,3166808
2019,7669,3166907
2019,4781,3166956
2019,1963,3167004
2019,20966,3167103
2019,239639,3167202
2019,2261,3167301
2019,6238,3167400
2019,2615,3167509
2019,19633,3167608
2019,5553,3167707
2019,6151,3167806
2019,3750,3167905
2019,34132,3168002
2019,3110,3168051
2019,4773,3168101
2019,1875,3168200
2019,4077,3168309
2019,14326,3168408
2019,11661,3168507
2019,140592,3168606
2019,89842,3168705
2019,7981,3168804
2019,6480,3168903
2019,16659,3169000
2019,4101,3169059
2019,6258,3169109
2019,8022,3169208
2019,79482,3169307
2019,32356,3169356
2019,56746,3169406
2019,6732,3169505
2019,25327,3169604
2019,19964,3169703
2019,5040,3169802
2019,115552,3169901
2019,12533,3170008
2019,12471,3170057
2019,333783,3170107
2019,691305,3170206
2019,2611,3170305
2019,84378,3170404
2019,4304,3170438
2019,3264,3170479
2019,10358,3170503
2019,16865,3170529
2019,6480,3170578
2019,2153,3170602
2019,5007,3170651
2019,135558,3170701
2019,7036,3170750
2019,39493,3170800
2019,19320,3170909
2019,20590,3171006
2019,9355,3171030
2019,5720,3171071
2019,3999,3171105
2019,4839,3171154
2019,127601,3171204
2019,78846,3171303
2019,3608,3171402
2019,3203,3171501
2019,13752,3171600
2019,8674,3171709
2019,10510,3171808
2019,5380,3171907
2019,42564,3172004
2019,5252,3172103
2019,2552,3172202
2018,6972,3100104
2018,23223,3100203
2018,13465,3100302
2018,3994,3100401
2018,9575,3100500
2018,13600,3100609
2018,2005,3100708
2018,4448,3100807
2018,19166,3100906
2018,13477,3101003
2018,25193,3101102
2018,6032,3101201
2018,2683,3101300
2018,3003,3101409
2018,35321,3101508
2018,79481,3101607
2018,6831,3101631
2018,41642,3101706
2018,7411,3101805
2018,19745,3101904
2018,14414,3102001
2018,5799,3102050
2018,11146,3102100
2018,3973,3102209
2018,15239,3102308
2018,3606,3102407
2018,4751,3102506
2018,40747,3102605
2018,9382,3102704
2018,12242,3102803
2018,8481,3102852
2018,11432,3102902
2018,9363,3103009
2018,1609,3103108
2018,2341,3103207
2018,2066,3103306
2018,36705,3103405
2018,116691,3103504
2018,2804,3103603
2018,8425,3103702
2018,6804,3103751
2018,2833,3103801
2018,9142,3103900
2018,105083,3104007
2018,10657,3104106
2018,39793,3104205
2018,14955,3104304
2018,2751,3104403
2018,5191,3104452
2018,17888,3104502
2018,14085,3104601
2018,13064,3104700
2018,4888,3104809
2018,19094,3104908
2018,7851,3105004
2018,23757,3105103
2018,4825,3105202
2018,5713,3105301
2018,32319,3105400
2018,5443,3105509
2018,136392,3105608
2018,5250,3105707
2018,20720,3105905
2018,10248,3106002
2018,3433,3106101
2018,2501576,3106200
2018,26396,3106309
2018,7710,3106408
2018,11995,3106507
2018,4602,3106606
2018,4705,3106655
2018,432575,3106705
2018,3430,3106804
2018,14431,3106903
2018,2532,3107000
2018,40031,3107109
2018,5091,3107208
2018,49942,3107307
2018,50166,3107406
2018,6489,3107505
2018,4190,3107604
2018,6031,3107703
2018,15010,3107802
2018,10558,3107901
2018,17598,3108008
2018,6876,3108107
2018,5544,3108206
2018,11088,3108255
2018,19202,3108305
2018,14995,3108404
2018,6350,3108503
2018,16321,3108552
2018,32288,3108602
2018,4374,3108701
2018,4835,3108800
2018,14508,3108909
2018,39520,3109006
2018,11010,3109105
2018,10377,3109204
2018,4074,3109253
2018,24663,3109303
2018,27988,3109402
2018,6909,3109451
2018,14075,3109501
2018,3616,3109600
2018,11514,3109709
2018,2677,3109808
2018,11495,3109907
2018,44377,3110004
2018,5450,3110103
2018,4002,3110202
2018,14417,3110301
2018,2934,3110400
2018,21738,3110509
2018,29278,3110608
2018,12816,3110707
2018,3711,3110806
2018,16565,3110905
2018,21056,3111002
2018,19738,3111101
2018,3810,3111150
2018,53866,3111200
2018,11658,3111309
2018,8029,3111408
2018,15356,3111507
2018,28703,3111606
2018,4579,3111705
2018,12025,3111804
2018,5612,3111903
2018,14883,3112000
2018,4498,3112059
2018,5424,3112109
2018,4673,3112208
2018,37856,3112307
2018,6952,3112406
2018,9679,3112505
2018,16109,3112604
2018,5420,3112653
2018,15153,3112703
2018,8601,3112802
2018,9287,3112901
2018,23586,3113008
2018,3200,3113107
2018,25327,3113206
2018,32988,3113305
2018,91503,3113404
2018,9396,3113503
2018,6721,3113602
2018,19007,3113701
2018,2617,3113800
2018,12158,3113909
2018,11439,3114006
2018,14769,3114105
2018,22257,3114204
2018,30324,3114303
2018,21180,3114402
2018,19144,3114501
2018,9986,3114550
2018,4044,3114600
2018,3560,3114709
2018,4495,3114808
2018,2260,3114907
2018,3057,3115003
2018,17739,3115102
2018,3962,3115201
2018,74691,3115300
2018,5330,3115359
2018,3629,3115409
2018,6366,3115458
2018,5008,3115474
2018,21703,3115508
2018,1171,3115607
2018,7017,3115706
2018,10425,3115805
2018,3121,3115904
2018,5709,3116001
2018,15368,3116100
2018,13397,3116159
2018,2702,3116209
2018,6774,3116308
2018,4810,3116407
2018,7590,3116506
2018,28366,3116605
2018,7517,3116704
2018,8907,3116803
2018,3103,3116902
2018,7090,3117009
2018,10261,3117108
2018,2811,3117207
2018,27425,3117306
2018,4570,3117405
2018,17641,3117504
2018,5480,3117603
2018,13590,3117702
2018,11525,3117801
2018,7595,3117836
2018,6657,3117876
2018,11813,3117900
2018,54196,3118007
2018,5044,3118106
2018,6908,3118205
2018,127539,3118304
2018,22892,3118403
2018,1782,3118502
2018,659070,3118601
2018,9191,3118700
2018,26592,3118809
2018,8883,3118908
2018,3534,3119005
2018,23797,3119104
2018,10040,3119203
2018,27982,3119302
2018,109405,3119401
2018,9228,3119500
2018,3080,3119609
2018,3426,3119708
2018,3241,3119807
2018,3714,3119906
2018,6290,3119955
2018,2814,3120003
2018,4396,3120102
2018,6646,3120151
2018,12660,3120201
2018,5960,3120300
2018,5145,3120409
2018,10258,3120508
2018,5014,3120607
2018,4134,3120706
2018,15358,3120805
2018,4960,3120839
2018,7656,3120870
2018,79625,3120904
