ano,populacao,ibge7
2018,5399,3121001
2018,8035,3121100
2018,7098,3121209
2018,10291,3121258
2018,4996,3121308
2018,7232,3121407
2018,2919,3121506
2018,47617,3121605
2018,3814,3121704
2018,7852,3121803
2018,3411,3121902
2018,19884,3122009
2018,4984,3122108
2018,7527,3122207
2018,235977,3122306
2018,6702,3122355
2018,5996,3122405
2018,10820,3122454
2018,3699,3122470
2018,5097,3122504
2018,4482,3122603
2018,5243,3122702
2018,3007,3122801
2018,6523,3122900
2018,10081,3123007
2018,5185,3123106
2018,13541,3123205
2018,4289,3123304
2018,1521,3123403
2018,1905,3123502
2018,7811,3123528
2018,27823,3123601
2018,11064,3123700
2018,7244,3123809
2018,5362,3123858
2018,15214,3123908
2018,18829,3124005
2018,70200,3124104
2018,24773,3124203
2018,31624,3124302
2018,4673,3124401
2018,11321,3124500
2018,2361,3124609
2018,3508,3124708
2018,7936,3124807
2018,11218,3124906
2018,3904,3125002
2018,35474,3125101
2018,2379,3125200
2018,3262,3125309
2018,4804,3125408
2018,3161,3125507
2018,7409,3125606
2018,15235,3125705
2018,3394,3125804
2018,9949,3125903
2018,10957,3125952
2018,7386,3126000
2018,67540,3126109
2018,9431,3126208
2018,4387,3126307
2018,2927,3126406
2018,10343,3126505
2018,5187,3126604
2018,26181,3126703
2018,5446,3126752
2018,5891,3126802
2018,9555,3126901
2018,3469,3126950
2018,17701,3127008
2018,4601,3127057
2018,5441,3127073
2018,58962,3127107
2018,4304,3127206
2018,6844,3127305
2018,5122,3127339
2018,3136,3127354
2018,3328,3127370
2018,3940,3127388
2018,4345,3127404
2018,6145,3127503
2018,11833,3127602
2018,278685,3127701
2018,15779,3127800
2018,1389,3127909
2018,34057,3128006
2018,14233,3128105
2018,10333,3128204
2018,4954,3128253
2018,19025,3128303
2018,8903,3128402
2018,3818,3128501
2018,6591,3128600
2018,51750,3128709
2018,7105,3128808
2018,7971,3128907
2018,8442,3129004
2018,5704,3129103
2018,6524,3129202
2018,10867,3129301
2018,5033,3129400
2018,25035,3129509
2018,8351,3129608
2018,5975,3129657
2018,13687,3129707
2018,179015,3129806
2018,3483,3129905
2018,2982,3130002
2018,11879,3130051
2018,42246,3130101
2018,10709,3130200
2018,7971,3130309
2018,6488,3130408
2018,12303,3130507
2018,6865,3130556
2018,7297,3130606
2018,7363,3130655
2018,6829,3130705
2018,2757,3130804
2018,24204,3130903
2018,6228,3131000
2018,7467,3131109
2018,18438,3131158
2018,19717,3131208
2018,261344,3131307
2018,4217,3131406
2018,10039,3131505
2018,6944,3131604
2018,119186,3131703
2018,11446,3131802
2018,51281,3131901
2018,5353,3132008
2018,18142,3132107
2018,13278,3132206
2018,12681,3132305
2018,96389,3132404
2018,34527,3132503
2018,4333,3132602
2018,23212,3132701
2018,2107,3132800
2018,10229,3132909
2018,15440,3133006
2018,15236,3133105
2018,12212,3133204
2018,21096,3133303
2018,15102,3133402
2018,21763,3133501
2018,9682,3133600
2018,11037,3133709
2018,16014,3133758
2018,92561,3133808
2018,5470,3133907
2018,14956,3134004
2018,6039,3134103
2018,104067,3134202
2018,6048,3134301
2018,38822,3134400
2018,3809,3134509
2018,19858,3134608
2018,12329,3134707
2018,7681,3134806
2018,25684,3134905
2018,3124,3135001
2018,38413,3135050
2018,5378,3135076
2018,71265,3135100
2018,67628,3135209
2018,4314,3135308
2018,8556,3135357
2018,4973,3135407
2018,7645,3135456
2018,12460,3135506
2018,7597,3135605
2018,5215,3135704
2018,25305,3135803
2018,4795,3135902
2018,15410,3136009
2018,4674,3136108
2018,79387,3136207
2018,48561,3136306
2018,4662,3136405
2018,10780,3136504
2018,4516,3136520
2018,4938,3136553
2018,4844,3136579
2018,5718,3136603
2018,26484,3136652
2018,564310,3136702
2018,4316,3136801
2018,10441,3136900
2018,5733,3136959
2018,18026,3137007
2018,7627,3137106
2018,51601,3137205
2018,4124,3137304
2018,12953,3137403
2018,17991,3137502
2018,9454,3137536
2018,63359,3137601
2018,19928,3137700
2018,20719,3137809
2018,3404,3137908
2018,6786,3138005
2018,6522,3138104
2018,102728,3138203
2018,3233,3138302
2018,4915,3138351
2018,52532,3138401
2018,5109,3138500
2018,16671,3138609
2018,7481,3138625
2018,9008,3138658
2018,6275,3138674
2018,6680,3138682
2018,5454,3138708
2018,18172,3138807
2018,7110,3138906
2018,41844,3139003
2018,5087,3139102
2018,18700,3139201
2018,6532,3139250
2018,18594,3139300
2018,89256,3139409
2018,22608,3139508
2018,27640,3139607
2018,7904,3139706
2018,12725,3139805
2018,14136,3139904
2018,60142,3140001
2018,4134,3140100
2018,15207,3140159
2018,2959,3140209
2018,4044,3140308
2018,2784,3140407
2018,13330,3140506
2018,8299,3140530
2018,8526,3140555
2018,4482,3140605
2018,30798,3140704
2018,14385,3140803
2018,11050,3140852
2018,18808,3140902
2018,12508,3141009
2018,37473,3141108
2018,3758,3141207
2018,3771,3141306
2018,20882,3141405
2018,6446,3141504
2018,10720,3141603
2018,5666,3141702
2018,31471,3141801
2018,3896,3141900
2018,13557,3142007
2018,10721,3142106
2018,14913,3142205
2018,4861,3142254
2018,4904,3142304
2018,7479,3142403
2018,2240,3142502
2018,8648,3142601
2018,15012,3142700
2018,20999,3142809
2018,21017,3142908
2018,13180,3143005
2018,47682,3143104
2018,4889,3143153
2018,21534,3143203
2018,404804,3143302
2018,23569,3143401
2018,8180,3143450
2018,8815,3143500
2018,2488,3143609
2018,3211,3143708
2018,6065,3143807
2018,108113,3143906
2018,26997,3144003
2018,20594,3144102
2018,3219,3144201
2018,40839,3144300
2018,6939,3144359
2018,3314,3144375
2018,4731,3144409
2018,8555,3144508
2018,26709,3144607
2018,10263,3144656
2018,3255,3144672
2018,17607,3144706
2018,93577,3144805
2018,3627,3144904
2018,15280,3145000
2018,7504,3145059
2018,16610,3145109
2018,99770,3145208
2018,31326,3145307
2018,10731,3145356
2018,5273,3145372
2018,1775,3145406
2018,6018,3145455
2018,2765,3145505
2018,41529,3145604
2018,2136,3145703
2018,3144,3145802
2018,4647,3145851
2018,7954,3145877
2018,39121,3145901
2018,33481,3146008
2018,73994,3146107
2018,5954,3146206
2018,6332,3146255
2018,20052,3146305
2018,4510,3146404
2018,8270,3146503
2018,6084,3146552
2018,1535,3146602
2018,6621,3146701
2018,5671,3146750
2018,15543,3146909
2018,92430,3147006
2018,93101,3147105
2018,21418,3147204
2018,20940,3147303
2018,24375,3147402
2018,1664,3147501
2018,16294,3147600
2018,8112,3147709
2018,2048,3147808
2018,113998,3147907
2018,5942,3147956
2018,150833,3148004
2018,90041,3148103
2018,5652,3148202
2018,9557,3148301
2018,4849,3148400
2018,8481,3148509
2018,17545,3148608
2018,24319,3148707
2018,7065,3148756
2018,3100,3148806
2018,3969,3148905
2018,2475,3149002
2018,11246,3149101
2018,11453,3149150
2018,3626,3149200
2018,63789,3149309
2018,1808,3149408
2018,3310,3149507
2018,4379,3149606
2018,11249,3149705
2018,16009,3149804
2018,21291,3149903
2018,6847,3149952
2018,4246,3150000
2018,2763,3150109
2018,8426,3150158
2018,4140,3150208
2018,4528,3150307
2018,4955,3150406
2018,8631,3150505
2018,4894,3150539
2018,7490,3150570
2018,6421,3150604
2018,6044,3150703
2018,17618,3150802
2018,5455,3150901
2018,8550,3151008
2018,10731,3151107
2018,56208,3151206
2018,10816,3151305
2018,27755,3151404
2018,34456,3151503
2018,11968,3151602
2018,16734,3151701
2018,166111,3151800
2018,8508,3151909
2018,31583,3152006
2018,59605,3152105
2018,4237,3152131
2018,12061,3152170
2018,37950,3152204
2018,11208,3152303
2018,16491,3152402
2018,148862,3152501
2018,5981,3152600
2018,8979,3152709
2018,27688,3152808
2018,8642,3152907
2018,3573,3153004
2018,5398,3153103
2018,3676,3153202
2018,3004,3153301
2018,19377,3153400
2018,8333,3153509
2018,10629,3153608
2018,3542,3153707
2018,1934,3153806
2018,16277,3153905
2018,23814,3154002
2018,10514,3154101
2018,7105,3154150
2018,11459,3154200
2018,17398,3154309
2018,4798,3154408
2018,8138,3154457
2018,9487,3154507
2018,331045,3154606
2018,4019,3154705
2018,10203,3154804
2018,13659,3154903
2018,2599,3155009
2018,5167,3155108
2018,5549,3155207
2018,5783,3155306
2018,8941,3155405
2018,12291,3155504
2018,30779,3155603
2018,14346,3155702
2018,17858,3155801
2018,5467,3155900
2018,12957,3156007
2018,4648,3156106
2018,2289,3156205
2018,7991,3156304
2018,3547,3156403
2018,4566,3156452
2018,6198,3156502
2018,10226,3156601
2018,135421,3156700
2018,15525,3156809
2018,25989,3156908
2018,41349,3157005
2018,7007,3157104
2018,30807,3157203
2018,8113,3157252
2018,3117,3157278
2018,4454,3157302
2018,8541,3157336
2018,4177,3157377
2018,4793,3157401
2018,4438,3157500
2018,3866,3157609
2018,6345,3157658
2018,13743,3157708
2018,218147,3157807
2018,16111,3157906
2018,10836,3158003
2018,5248,3158102
2018,14620,3158201
2018,7128,3158300
2018,3853,3158409
2018,7696,3158508
2018,3971,3158607
2018,2438,3158706
2018,4807,3158805
2018,8681,3158904
2018,33934,3158953
2018,4274,3159001
2018,3789,3159100
2018,8974,3159209
2018,4905,3159308
2018,7155,3159357
2018,3449,3159407
2018,5522,3159506
2018,42751,3159605
2018,3343,3159704
2018,19608,3159803
2018,18434,3159902
2018,3602,3160009
2018,3937,3160108
2018,3877,3160207
2018,11677,3160306
2018,28054,3160405
2018,7256,3160454
2018,1770,3160504
2018,3109,3160603
2018,46555,3160702
2018,5220,3160801
2018,3721,3160900
2018,5630,3160959
2018,17393,3161007
2018,3377,3161056
2018,56163,3161106
2018,6535,3161205
2018,6200,3161304
2018,4889,3161403
2018,12164,3161502
2018,4015,3161601
2018,3963,3161650
2018,6923,3161700
2018,12218,3161809
2018,10818,3161908
2018,25332,3162005
2018,35145,3162104
2018,7407,3162203
2018,4896,3162252
2018,2753,3162302
2018,25235,3162401
2018,12899,3162450
2018,89653,3162500
2018,11440,3162559
2018,5798,3162575
2018,7553,3162609
2018,4389,3162658
2018,23524,3162708
2018,15781,3162807
2018,26272,3162906
2018,30989,3162922
2018,7371,3162948
2018,23385,3162955
2018,4255,3163003
2018,4927,3163102
2018,4183,3163201
2018,3865,3163300
2018,5454,3163409
2018,6477,3163508
2018,2775,3163607
2018,45488,3163706
2018,6933,3163805
2018,4709,3163904
2018,7858,3164001
2018,5291,3164100
2018,12139,3164209
2018,7026,3164308
2018,5455,3164407
2018,2991,3164431
2018,6479,3164472
2018,10129,3164506
2018,6684,3164605
2018,70450,3164704
2018,1520,3164803
2018,2231,3164902
2018,10922,3165008
2018,7042,3165107
2018,7056,3165206
2018,7687,3165305
2018,6869,3165404
2018,6236,3165503
2018,32069,3165537
2018,12134,3165552
2018,2661,3165560
2018,5352,3165578
2018,2007,3165602
2018,7764,3165701
2018,1545,3165800
2018,4209,3165909
2018,5786,3166006
2018,3527,3166105
2018,10451,3166204
2018,7319,3166303
2018,1848,3166402
2018,4293,3166501
2018,786,3166600
2018,8685,3166709
2018,11493,3166808
2018,7670,3166907
2018,4752,3166956
2018,1970,3167004
2018,20993,3167103
2018,237286,3167202
2018,2258,3167301
2018,6227,3167400
2018,2612,3167509
2018,19528,3167608
2018,5594,3167707
2018,6112,3167806
2018,3792,3167905
2018,33858,3168002
2018,3119,3168051
2018,4711,3168101
2018,1879,3168200
2018,4055,3168309
2018,14350,3168408
2018,11650,3168507
2018,140235,3168606
2018,89090,3168705
2018,7886,3168804
2018,6539,3168903
2018,16602,3169000
2018,4093,3169059
2018,6217,3169109
2018,8201,3169208
2018,78913,3169307
2018,31984,3169356
2018,56546,3169406
2018,6698,3169505
2018,25253,3169604
2018,19797,3169703
2018,5008,3169802
2018,114265,3169901
2018,12466,3170008
2018,12449,3170057
2018,330361,3170107
2018,683247,3170206
2018,2626,3170305
2018,83808,3170404
2018,4325,3170438
2018,3267,3170479
2018,10371,3170503
2018,16547,3170529
2018,6491,3170578
2018,2158,3170602
2018,4987,3170651
2018,134477,3170701
2018,7071,3170750
2018,39173,3170800
2018,19335,3170909
2018,20537,3171006
2018,9265,3171030
2018,5712,3171071
2018,3951,3171105
2018,4832,3171154
2018,125376,3171204
2018,78286,3171303
2018,3629,3171402
2018,3227,3171501
2018,13764,3171600
2018,8685,3171709
2018,10537,3171808
2018,5420,3171907
2018,42149,3172004
2018,5243,3172103
2018,2558,3172202
